tipo_transacao,valor_brl,saldo_anterior_pagador,saldo_posterior_pagador,saldo_anterior_recebedor,saldo_posterior_recebedor,hora_dia,dia_util,horario_noturno,acima_limite_noturno,razao_saldo_residual,proporcao_valor_recebedor,fraude
chave_pix,67692.41,67760.1,67.69,1144.44,68836.85,4,False,True,True,0.000999,0.983375,1
dados_bancarios,271193.97,735873.22,464679.25,33302.6,304496.57,10,False,False,False,0.631466,0.890631,0
chave_pix,329207.91,329537.1179099999,329.21,16536.93,345744.84,18,True,False,False,0.000999,0.95217,0
chave_pix,9277.3,400247.6,390970.3,312.59,9589.89,13,False,False,False,0.976821,0.967404,1
chave_pix,186635.8,696856.77,510220.97,190282.96,376918.76,10,True,False,False,0.732175,0.495162,0
chave_pix,156777.48,440143.52,283366.04,185678.37,342455.85,22,True,True,True,0.643804,0.457803,0
dados_bancarios,415660.86,3231695.44,2816034.58,33689.95,449350.81,23,True,True,True,0.87138,0.925025,0
chave_pix,71943.99,72015.93398999999,71.94,4089.6,76033.59,12,False,False,False,0.000999,0.946213,1
dados_bancarios,54400.06,54454.46005999999,54.4,19262.55,73662.61,19,False,False,False,0.000999,0.738503,0
pix_copia_e_cola,0.01,0.01001,0.0,24315.52,24315.53,20,False,True,False,0.0,0.0,0
pix_copia_e_cola,657891.67,3069421.01,2411529.34,136646.5,794538.17,12,True,False,False,0.785663,0.828018,0
chave_pix,327365.95,2498741.25,2171375.3,27088.23,354454.18,16,True,False,False,0.868988,0.923578,0
chave_pix,226976.02,825006.55,598030.53,21175.64,248151.66,19,True,False,False,0.72488,0.914667,0
chave_pix,0.01,58778.24,58778.23,364.32,364.33,12,True,False,False,1.0,2.7e-05,1
chave_pix,1298014.94,4968819.16,3670804.22,5553.08,1303568.02,8,False,False,False,0.738768,0.99574,0
dados_bancarios,2520977.0,13059544.55,10538567.55,3991.09,2524968.09,8,False,False,False,0.806963,0.998419,0
chave_pix,686320.84,687007.1608399999,686.32,14133.7,700454.54,14,False,False,False,0.000999,0.979822,0
chave_pix,898783.55,899682.33355,898.78,421.77,899205.32,11,False,False,False,0.000999,0.999531,1
dados_bancarios,735677.89,3205507.23,2469829.34,26606.41,762284.3,19,False,False,False,0.770496,0.965096,0
chave_pix,1487153.15,6349780.75,4862627.6,9803.01,1496956.16,12,False,False,False,0.765795,0.993451,0
dados_bancarios,139807.14,139946.94714,139.81,3238.1,143045.24,11,False,False,False,0.000999,0.977363,0
chave_pix,668863.08,1426349.43,757486.35,11906.24,680769.32,2,False,True,True,0.531066,0.982511,0
chave_pix,2520941.6,3483628.75,962687.15,276.05,2521217.65,11,False,False,False,0.276346,0.999891,1
pix_copia_e_cola,769130.94,2388249.16,1619118.22,27844.6,796975.54,12,True,False,False,0.677952,0.965062,0
chave_pix,0.01,396474.44,396474.43,130411.67,130411.68,11,False,False,False,1.0,0.0,0
chave_pix,541089.71,541630.7997099999,541.09,7859.28,548948.99,17,True,False,False,0.000999,0.985683,1
chave_pix,184008.17,335139.9,151131.73,129512.74,313520.91,9,False,False,False,0.450951,0.586909,0
pix_copia_e_cola,2417727.56,4765838.39,2348110.83,659.1,2418386.66,1,False,True,True,0.492696,0.999727,1
dados_bancarios,198560.86,1838864.11,1640303.25,6595.54,205156.4,19,False,False,False,0.89202,0.967851,0
chave_pix,333165.93,2530547.2,2197381.27,3123.89,336289.82,16,False,False,False,0.868342,0.990711,0
chave_pix,835147.53,10882394.41,10047246.88,5078.32,840225.85,13,True,False,False,0.923257,0.993956,0
dados_bancarios,41493.37,204202.26,162708.89,5190.84,46684.21,13,True,False,False,0.796803,0.88881,0
dados_bancarios,2508501.89,10437786.63,7929284.74,46793.53,2555295.42,18,True,False,False,0.759671,0.981688,0
chave_pix,2637273.08,14453093.87,11815820.79,116777.62,2754050.7,19,False,False,False,0.817529,0.957598,0
chave_pix,17907.92,980136.16,962228.24,38005.19,55913.11,10,False,False,False,0.981729,0.320281,0
chave_pix,9978611.81,10433357.14,454745.33,424.72,9979036.53,5,True,True,True,0.043586,0.999957,1
chave_pix,50871.18,110573.13,59701.95,19767.45,70638.63,22,True,True,True,0.539932,0.720161,0
dados_bancarios,531151.92,2560164.4,2029012.48,11656.65,542808.57,21,False,True,True,0.792532,0.978525,0
chave_pix,2339326.09,3442467.98,1103141.89,32552.52,2371878.61,11,False,False,False,0.320451,0.986276,0
chave_pix,705976.34,8897577.31,8191600.97,75739.82,781716.16,14,False,False,False,0.920655,0.903111,0
dados_bancarios,693025.26,2722217.52,2029192.26,6727.5,699752.76,13,False,False,False,0.745419,0.990386,0
chave_pix,1871201.33,6061176.42,4189975.09,35843.39,1907044.72,16,False,False,False,0.691281,0.981205,0
chave_pix,315799.95,2522565.41,2206765.46,56988.48,372788.43,21,False,True,True,0.87481,0.847129,0
dados_bancarios,1817027.08,7399950.39,5582923.31,9040.82,1826067.9,9,True,False,False,0.754454,0.995049,0
dados_bancarios,4981119.66,45958425.32,40977305.66,25523.61,5006643.27,13,True,False,False,0.891617,0.994902,0
chave_pix,173454.77,564572.52,391117.75,94860.4,268315.17,13,True,False,False,0.692768,0.646459,0
chave_pix,1098592.16,2163601.18,1065009.02,15492.53,1114084.69,16,True,False,False,0.492239,0.986094,0
chave_pix,0.01,886177.17,886177.16,21103.1,21103.11,16,False,False,False,1.0,0.0,0
dados_bancarios,595355.24,1900598.48,1305243.24,10755.25,606110.49,19,True,False,False,0.686754,0.982255,0
dados_bancarios,3780961.43,21126378.14,17345416.71,116837.19,3897798.62,9,False,False,False,0.821031,0.970025,0
chave_pix,388307.61,1703284.71,1314977.1,9970.48,398278.09,22,True,True,True,0.772024,0.974966,0
chave_pix,329857.26,2269319.7,1939462.44,45309.91,375167.17,19,False,False,False,0.854645,0.879227,0
chave_pix,652420.18,4979927.95,4327507.77,45214.82,697635.0,14,True,False,False,0.86899,0.935188,0
chave_pix,2270337.34,6879990.46,4609653.12,19318.06,2289655.4,21,True,True,True,0.670009,0.991563,0
dados_bancarios,175412.96,175588.37295999998,175.41,153713.61,329126.57,19,False,False,False,0.000999,0.532965,0
dados_bancarios,74132.83,374166.65,300033.82,193584.51,267717.34,18,False,False,False,0.801872,0.276907,0
chave_pix,0.01,0.01001,0.0,18367.95,18367.96,14,True,False,False,0.0,1e-06,0
chave_pix,33600.67,120440.1,86839.43,16439.3,50039.97,11,True,False,False,0.721018,0.671477,0
pix_copia_e_cola,0.01,687896.76,687896.75,33307.78,33307.79,22,True,True,False,1.0,0.0,0
chave_pix,2205580.99,13991892.36,11786311.37,35038.57,2240619.56,14,True,False,False,0.842367,0.984362,0
chave_pix,61513.09,1038573.34,977060.25,33880.25,95393.34,11,True,False,False,0.940772,0.644836,0
chave_pix,182438.06,410333.77,227895.71,19987.83,202425.89,22,False,True,True,0.555391,0.901259,0
dados_bancarios,36730.66,160085.94,123355.28,9832.65,46563.31,20,True,True,True,0.770557,0.788833,0
chave_pix,709947.4,9532486.05,8822538.65,12747.64,722695.04,10,True,False,False,0.925523,0.982361,0
pix_copia_e_cola,994376.66,1093811.33,99434.67,396.5,994773.16,18,True,False,False,0.090907,0.999601,1
chave_pix,274404.09,428515.7,154111.61,43009.8,317413.89,7,True,False,False,0.359641,0.864499,0
chave_pix,3582056.11,3756160.53,174104.42,209.42,3582265.53,16,True,False,False,0.046352,0.999942,1
dados_bancarios,5494862.93,5500357.79,5494.86,1047.25,5495910.18,2,True,True,True,0.000999,0.999809,1
chave_pix,226130.19,776201.85,550071.66,5312.35,231442.54,15,False,False,False,0.708671,0.977047,0
chave_pix,710122.04,3875420.42,3165298.38,89175.1,799297.14,11,False,False,False,0.816763,0.888433,0
chave_pix,128555.59,128684.14558999999,128.56,55089.56,183645.15,19,False,False,False,0.000999,0.700022,0
chave_pix,730115.17,3446527.64,2716412.47,10238.11,740353.28,13,False,False,False,0.788159,0.986171,0
dados_bancarios,651770.13,8627655.39,7975885.26,34116.65,685886.78,16,False,False,False,0.924456,0.950259,0
chave_pix,1281500.68,6618661.94,5337161.26,52239.57,1333740.25,21,True,True,True,0.806381,0.960832,0
pix_copia_e_cola,717158.99,945560.53,228401.54,15759.14,732918.13,22,False,True,True,0.241551,0.978498,0
chave_pix,386141.89,9005395.41,8619253.52,148384.85,534526.74,18,True,False,False,0.957121,0.7224,0
chave_pix,703070.65,895815.21,192744.56,557.53,703628.18,23,False,True,True,0.215161,0.999208,1
dados_bancarios,126135.72,342796.76,216661.04,3828.24,129963.96,18,True,False,False,0.632039,0.970544,0
chave_pix,983252.48,2398255.01,1415002.53,20986.59,1004239.07,12,False,False,False,0.590013,0.979102,0
chave_pix,1227731.73,3317801.15,2090069.42,26443.81,1254175.54,16,True,False,False,0.629956,0.978915,0
dados_bancarios,758752.17,4728281.23,3969529.06,34893.49,793645.66,23,True,True,True,0.839529,0.956034,0
dados_bancarios,126293.86,426761.15,300467.29,6156.77,132450.63,20,True,True,True,0.704064,0.953516,0
chave_pix,223737.66,223961.39766,223.74,12087.27,235824.93,11,True,False,False,0.000999,0.948745,0
chave_pix,243750.97,1321998.03,1078247.06,24731.88,268482.85,18,False,False,False,0.815619,0.907883,0
chave_pix,1937227.54,2274946.78,337719.24,1610.73,1938838.27,21,True,True,True,0.148451,0.999169,1
dados_bancarios,1121122.77,5948929.2,4827806.43,92497.37,1213620.14,11,True,False,False,0.811542,0.923784,0
dados_bancarios,1281573.07,6283410.5,5001837.43,24434.31,1306007.38,18,False,False,False,0.796039,0.981291,0
dados_bancarios,494961.63,12032999.7,11538038.07,251428.48,746390.11,10,False,False,False,0.958866,0.663141,0
chave_pix,4981355.26,15451623.8,10470268.54,37125.91,5018481.17,9,False,False,False,0.677616,0.992602,0
chave_pix,4321621.7,4325943.321699999,4321.62,457.81,4322079.51,18,False,False,False,0.000999,0.999894,1
chave_pix,1243644.22,9905806.84,8662162.62,17509.41,1261153.63,11,True,False,False,0.874453,0.986116,0
dados_bancarios,2016109.32,8308283.46,6292174.14,20584.72,2036694.04,8,True,False,False,0.757337,0.989893,0
chave_pix,76861.38,76938.24137999999,76.86,66155.36,143016.74,9,False,False,False,0.000999,0.537429,0
chave_pix,582484.58,7343460.76,6760976.18,67041.71,649526.29,14,True,False,False,0.92068,0.896784,0
chave_pix,1415118.98,3448961.35,2033842.37,5373.14,1420492.12,7,True,False,False,0.589697,0.996217,0
chave_pix,718046.93,6418549.5,5700502.57,31611.35,749658.28,1,True,True,True,0.888129,0.957832,0
chave_pix,108122.66,165203.84,57081.18,853.29,108975.95,1,False,True,True,0.34552,0.99217,1
chave_pix,350976.15,2247465.33,1896489.18,16255.41,367231.56,15,False,False,False,0.843835,0.955735,0
chave_pix,454120.5,458422.15,4301.65,359.5,454480.0,18,False,False,False,0.009384,0.999209,1
chave_pix,638688.42,2605762.23,1967073.81,5809.14,644497.56,19,True,False,False,0.754894,0.990987,0
dados_bancarios,318121.7,610376.75,292255.05,15523.79,333645.49,21,True,True,True,0.478811,0.953472,0
chave_pix,12400.23,23735.68,11335.45,0.01,12400.24,21,True,True,True,0.47757,0.999999,1
chave_pix,650464.55,1570998.64,920534.09,38255.73,688720.28,8,False,False,False,0.585955,0.944454,0
chave_pix,161695.02,700237.51,538542.49,34948.53,196643.55,16,False,False,False,0.769085,0.822275,0
chave_pix,4306969.82,17099520.16,12792550.34,23301.03,4330270.85,19,True,False,False,0.748123,0.994619,0
chave_pix,865678.52,4789483.13,3923804.61,55889.7,921568.22,20,False,True,True,0.819254,0.939354,0
chave_pix,929124.43,2769291.71,1840167.28,20534.65,949659.08,14,False,False,False,0.66449,0.978377,0
chave_pix,906829.01,5335730.48,4428901.47,11981.58,918810.59,11,False,False,False,0.830046,0.98696,0
chave_pix,282847.04,2338825.48,2055978.44,55278.81,338125.85,14,False,False,False,0.879064,0.836514,0
dados_bancarios,727322.82,5361735.6,4634412.78,79962.12,807284.94,18,False,False,False,0.864349,0.900949,0
chave_pix,2004819.34,5839436.29,3834616.95,56115.72,2060935.06,10,False,False,False,0.656676,0.972772,0
chave_pix,725906.42,726632.3264199999,725.91,1067.95,726974.37,17,False,False,False,0.000999,0.998531,1
chave_pix,237366.32,1217323.62,979957.3,6780.02,244146.34,10,False,False,False,0.80501,0.97223,0
